GWD	0.699115	0.548673	0.345133	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0752212	0.0132743	0.0132743	0.0132743	0.0442478	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0486726	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0442478	0.340708	0.185841	0.0132743	0.0132743	0.0132743	0.619469	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.039823	0.0132743	0.0132743	0.783186	0.0442478	0.0132743	0.340708	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.0132743	0.079646	0.0132743	0.079646	0	0.0176991
IBS	0.38785	0.327103	0.313084	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.196262	0.247664	0.247664	0.247664	0.0794393	0.247664	0.247664	0.247664	0.247664	0.247664	0.242991	0.242991	0.247664	0.247664	0.247664	0.0794393	0.257009	0.257009	0.247664	0.247664	0.247664	0.247664	0.247664	0.0794393	0.336449	0.331776	0.247664	0.247664	0.247664	0.336449	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.247664	0.242991	0.0794393	0.242991	0.242991	0.429907	0.0841121	0.242991	0.303738	0.242991	0.247664	0.247664	0.242991	0.242991	0.242991	0.242991	0.242991	0.242991	0.242991	0.11215	0.121495	0.121495
ITU	0.460784	0.352941	0.343137	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.22549	0.269608	0.269608	0.269608	0.0245098	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.0245098	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.0245098	0.338235	0.294118	0.269608	0.269608	0.269608	0.392157	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.0245098	0.269608	0.269608	0.406863	0.0245098	0.269608	0.333333	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.269608	0.29902	0.269608	0.0196078	0.0931373	0.0882353
JPT	0.0817308	0.0240385	0.0240385	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.456731	0.451923	0.144231	0.451923	0.451923	0.451923	0.0528846	0.451923	0.451923	0.451923	0.456731	0.456731	0.456731	0.456731	0.451923	0.451923	0.451923	0.0528846	0.456731	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.0528846	0.0240385	0.504808	0.451923	0.451923	0.451923	0.0240385	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.0528846	0.451923	0.451923	0.269231	0.0528846	0.451923	0.0240385	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.451923	0.1875	0.451923	0.288462	0.254808	0.240385
KHV	0.176768	0.0656566	0.0656566	0.353535	0.353535	0.353535	0.353535	0.363636	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.0757576	0.353535	0.353535	0.353535	0.030303	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.030303	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.030303	0.0606061	0.383838	0.353535	0.353535	0.353535	0.0606061	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.030303	0.353535	0.353535	0.39899	0.030303	0.353535	0.0606061	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.353535	0.19697	0.353535	0.358586	0.156566	0.156566
LWK	0.530303	0.393939	0.232323	0.0353535	0.0353535	0.040404	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.116162	0.0353535	0.0353535	0.0353535	0.0707071	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0707071	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0707071	0.242424	0.257576	0.0353535	0.0353535	0.0353535	0.550505	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0555556	0.0353535	0.0353535	0.621212	0.0707071	0.0353535	0.232323	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.0353535	0.121212	0.0353535	0.0656566	0.00505051	0.010101
MSL	0.664706	0.517647	0.341176	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0882353	0.0411765	0.0411765	0.0411765	0.105882	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.105882	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.1	0.341176	0.2	0.0411765	0.0411765	0.0411765	0.588235	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.105882	0.0411765	0.0411765	0.723529	0.1	0.0411765	0.341176	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.0411765	0.1	0.0411765	0.111765	0.0117647	0.0176471
MXL	0.265625	0.203125	0.179688	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.140625	0.257812	0.257812	0.257812	0.28125	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.28125	0.257812	0.257812	0.257812	0.257812	0.25	0.25	0.25	0.28125	0.195312	0.546875	0.257812	0.257812	0.257812	0.21875	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.28125	0.257812	0.257812	0.3125	0.28125	0.257812	0.171875	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.257812	0.140625	0.257812	0.117188	0.046875	0.015625
PEL	0.194118	0.182353	0.158824	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.0470588	0.276471	0.276471	0.276471	0.394118	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.394118	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.394118	0.152941	0.676471	0.276471	0.276471	0.276471	0.164706	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.276471	0.388235	0.276471	0.276471	0.235294	0.394118	0.276471	0.152941	0.276471	0.276471	0.276471	0.282353	0.276471	0.276471	0.276471	0.276471	0.0529412	0.276471	0.105882	0.0823529	0.0588235
PJL	0.489583	0.354167	0.354167	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.213542	0.244792	0.244792	0.244792	0.046875	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.046875	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.046875	0.364583	0.291667	0.244792	0.244792	0.244792	0.395833	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.046875	0.244792	0.244792	0.432292	0.046875	0.244792	0.359375	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.244792	0.276042	0.244792	0.0416667	0.09375	0.0885417
PUR	0.394231	0.322115	0.283654	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.25	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.158654	0.245192	0.240385	0.240385	0.105769	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.105769	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.105769	0.283654	0.375	0.245192	0.245192	0.245192	0.326923	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.100962	0.245192	0.245192	0.442308	0.105769	0.245192	0.269231	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.245192	0.197115	0.245192	0.105769	0.100962	0.0961538
STU	0.534314	0.387255	0.387255	0.264706	0.264706	0.264706	0.264706	0.269608	0.264706	0.259804	0.259804	0.259804	0.264706	0.259804	0.259804	0.259804	0.171569	0.259804	0.259804	0.259804	0.0343137	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.0343137	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.0343137	0.372549	0.294118	0.259804	0.259804	0.259804	0.411765	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.0343137	0.259804	0.259804	0.455882	0.0343137	0.259804	0.372549	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.259804	0.25	0.259804	0.0441176	0.112745	0.102941
TSI	0.303738	0.242991	0.247664	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.196262	0.359813	0.359813	0.359813	0.0794393	0.359813	0.359813	0.359813	0.364486	0.364486	0.364486	0.364486	0.359813	0.359813	0.359813	0.0794393	0.364486	0.364486	0.359813	0.359813	0.359813	0.359813	0.359813	0.0794393	0.252336	0.443925	0.359813	0.359813	0.359813	0.252336	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.0794393	0.359813	0.359813	0.308411	0.0794393	0.359813	0.242991	0.359813	0.35514	0.359813	0.359813	0.359813	0.359813	0.359813	0.359813	0.242991	0.359813	0.0700935	0.196262	0.17757
YRI	0.611111	0.49537	0.314815	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0462963	0.0324074	0.0324074	0.0324074	0.087963	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.087963	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.087963	0.319444	0.203704	0.0324074	0.0324074	0.0324074	0.625	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0833333	0.0324074	0.0324074	0.75	0.087963	0.0324074	0.314815	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0324074	0.0462963	0.0324074	0.125	0.0138889	0.0277778
